                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     489                                     2205                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.6100000000000000E+009                  2.6000756784498841E+006                  5.7751178826257947E+003                  9.9781375710341902E-001                  9.9922173693312444E-001                 -1.5246803696201596E+000                  3.4012748299666518E-001                  7.3836632517271658E-006                  6.3839760320745886E-001                  1.2403281459868900E-005                  5.2625937365672042E-003                  9.0637276104765067E-003                  2.1875732617667436E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.6296015951903098E-001                  7.4734724696791388E-004                  3.1592689948851183E-001                  2.5284281767188337E-003                  2.0210606959525823E-003                  9.4278778016256611E-003                  2.1226557025737711E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999991187905E-001                  9.9907005797327886E-001                  9.9999999983178944E-001                  9.9895529529464999E-001                  1.0000607465298011E+004                  2.3543345640841335E+007                  1.0021910330269724E+010                  9.9909208224073209E-001                  9.9909207774262754E-001                  1.8259286486438846E-043                  2.4369354827672447E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4548307142624000E+017 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                       dq                                   csound 
                                       1                  1.0000000000000000E+000                 -3.3812694834448016E-004                  3.7616990710690223E+000                 -6.6436603851124270E+000                  4.9348494068495423E+000                  7.2976570053920764E-001                  2.5197444329290813E-001                  1.8259856167884170E-002                  9.9922173693312444E-001                  2.4999999999997359E-013                  7.8825316043804085E+005 
                                       2                  9.9999999999974987E-001                 -3.3835189406249269E-004                  3.7619758675114809E+000                 -6.6428062045932865E+000                  4.9359813552864162E+000                  7.2976570053920764E-001                  2.5197444329290813E-001                  1.8259856167884170E-002                  9.9922121937970798E-001                  2.4999999999997359E-013                  7.8848762835109711E+005 
                                       3                  9.9999999999949996E-001                 -3.3857639813552037E-004                  3.7621840900504826E+000                 -6.6421681307243690E+000                  4.9368283864125910E+000                  7.2976570053920764E-001                  2.5197444329290813E-001                  1.8259856167884170E-002                  9.9922070284269227E-001                  1.2499999999998680E-013                  7.8866391110366955E+005 
                                       4                  9.9999999999937494E-001                 -3.3868848549961910E-004                  3.7622883501859845E+000                 -6.6418498625954800E+000                  4.9372512837102223E+000                  7.2976570053920764E-001                  2.5197444329290813E-001                  1.8259856167884170E-002                  9.9922044495316120E-001                  6.2499999999993398E-014                  7.8875214660319081E+005 
                                       5                  9.9999999999931244E-001                 -3.3874448815842827E-004                  3.7623405176080973E+000                 -6.6416909205175640E+000                  4.9374625781434727E+000                  7.2976570053920764E-001                  2.5197444329290813E-001                  1.8259856167884170E-002                  9.9922031610280648E-001                  3.1249999999996749E-014                  7.8879628792695317E+005 
                                       6                  9.9999999999928135E-001                 -3.3877247925053557E-004                  3.7623666106750244E+000                 -6.6416114974485474E+000                  4.9375681868499388E+000                  7.2976570053920764E-001                  2.5197444329290813E-001                  1.8259856167884170E-002                  9.9922025170118922E-001                  1.5624999999998368E-014                  7.8881836448773020E+005 
                                       7                  9.9999999999926570E-001                 -3.3878647224069641E-004                  3.7623840090875320E+000                 -6.6415585660621632E+000                  4.9376385783986940E+000                  7.2976570053920764E-001                  2.5197444329290813E-001                  1.8259856167884170E-002                  9.9922021950626272E-001                  1.5624999999998425E-014                  7.8883308401342155E+005 
                                       8                  9.9999999999924982E-001                 -3.3880046352441931E-004                  3.7624015266135311E+000                 -6.6403936861920165E+000                  4.9377089585490381E+000                  7.2712187610731349E-001                  2.5416651729256678E-001                  1.8711606600119723E-002                  9.9922018731526341E-001                  1.5624999999998425E-014                  7.8784252470624726E+005 
                                       9                  9.9999999999923417E-001                 -3.3881441733361661E-004                  3.7624191632296342E+000                 -6.6403410172936663E+000                  4.9377793273048161E+000                  7.2712187610577017E-001                  2.5416651729384621E-001                  1.8711606600383623E-002                  9.9922015521048613E-001                  1.5624999999998425E-014                  7.8785742519352608E+005 
                                      10                  9.9999999999921851E-001                 -3.3882836944867814E-004                  3.7624456226876561E+000                 -6.6402620398915353E+000                  4.9378848590781841E+000                  7.2712187610126777E-001                  2.5416651729757944E-001                  1.8711606601152786E-002                  9.9922012310960773E-001                  3.1249999999996850E-014                  7.8787977858093043E+005 
                                      11                  9.9999999999918743E-001                 -3.3885626861492247E-004                  3.7624809151400664E+000                 -6.6401567898251814E+000                  4.9380255282669854E+000                  7.2712187608968781E-001                  2.5416651730718065E-001                  1.8711606603131536E-002                  9.9922005891950494E-001                  3.1249999999996850E-014                  7.8790959203301487E+005 
                                      12                  9.9999999999915623E-001                 -3.3888416102619115E-004                  3.7625338719898522E+000                 -6.6399990184413724E+000                  4.9382364467103468E+000                  7.2712187606455969E-001                  2.5416651732801521E-001                  1.8711606607425102E-002                  9.9921999474494805E-001                  6.2499999999993549E-014                  7.8795432284517237E+005 
                                      13                  9.9999999999909361E-001                 -3.3893992559952678E-004                  3.7626045339647978E+000                 -6.6397888690178979E+000                  4.9385175121983087E+000                  7.2712187601261802E-001                  2.5416651737108154E-001                  1.8711606616300447E-002                  9.9921986644243577E-001                  6.2499999999993524E-014                  7.8801399972670875E+005 
                                      14                  9.9999999999903122E-001                 -3.3899566321784547E-004                  3.7627017620520200E+000                 -6.6395002787348005E+000                  4.9389036806752200E+000                  7.2712187591960875E-001                  2.5416651744819840E-001                  1.8711606632192845E-002                  9.9921973820195775E-001                  1.0937499999998993E-013                  7.8809609619200858E+005 
                                      15                  9.9999999999892186E-001                 -3.3909313930670278E-004                  3.7628300935011616E+000                 -6.6391205565741558E+000                  4.9394121973203999E+000                  7.2712187575756038E-001                  2.5416651758255765E-001                  1.8711606659882030E-002                  9.9921951393012121E-001                  1.1718749999998970E-013                  7.8820442588519445E+005 
                                      16                  9.9999999999880462E-001                 -3.3919748677179817E-004                  3.7629851858393435E+000                 -6.6386632741638110E+000                  4.9400251329955056E+000                  7.2712187552575813E-001                  2.5416651777475185E-001                  1.8711606699490013E-002                  9.9921927384875897E-001                  1.5624999999998623E-013                  7.8833530043625634E+005 
                                      17                  9.9999999999864841E-001                 -3.3933647042318373E-004                  3.7632515269304418E+000                 -6.6378818419884471E+000                  4.9410738728062311E+000                  7.2712187507756287E-001                  2.5416651814636382E-001                  1.8711606776073308E-002                  9.9921895407697559E-001                  3.1249999999997105E-013                  7.8855993614615861E+005 
                                      18                  9.9999999999833589E-001                 -3.3961393842494344E-004                  3.7637861288348646E+000                 -6.6363284783767318E+000                  4.9431637906670192E+000                  7.2712187412746498E-001                  2.5416651893411840E-001                  1.8711606938416558E-002                  9.9921831568250019E-001                  6.2499999999994190E-013                  7.8901037789762591E+005 
                                      19                  9.9999999999771094E-001                 -3.4016689469350785E-004                  3.7645044212183429E+000                 -6.6342784023827814E+000                  4.9459348088802262E+000                  7.2712187308699161E-001                  2.5416651979680621E-001                  1.8711607116202122E-002                  9.9921704344971207E-001                  6.2499999999994109E-013                  7.8961462624964584E+005 
                                      20                  9.9999999999708600E-001                 -3.4071724899668187E-004                  3.7656008999071835E+000                 -6.6312125488556966E+000                  4.9501012350560716E+000                  7.2712187200177603E-001                  2.5416652069659063E-001                  1.8711607301633348E-002                  9.9921577720509203E-001                  1.2695312499998795E-012                  7.9053481422653643E+005 
                                      21                  9.9999999999581657E-001                 -3.4182729858341895E-004                  3.7672319562348937E+000                 -6.6268216333613879E+000                  4.9561294068620994E+000                  7.2712187140541307E-001                  2.5416652119105315E-001                  1.8711607403533836E-002                  9.9921322322918571E-001                  1.5039062499998500E-012                  7.9189845932763687E+005 
                                      22                  9.9999999999431244E-001                 -3.4312906316528985E-004                  3.7698178741033699E+000                 -6.6201989717074889E+000                  4.9653480432786417E+000                  7.2712187115931692E-001                  2.5416652139509882E-001                  1.8711607445584200E-002                  9.9921022816825700E-001                  2.8124999999997015E-012                  7.9404696397852188E+005 
                                      23                  9.9999999999150002E-001                 -3.4552672044361484E-004                  3.7723487553882555E+000                 -6.6142386425115465E+000                  4.9738494062359990E+000                  7.2712187114318361E-001                  2.5416652140847534E-001                  1.8711607448341105E-002                  9.9920471173375758E-001                  1.2499999999999595E-012                  7.9613230485461222E+005 
                                      24                  9.9999999999025002E-001                 -3.4657783350161358E-004                  3.7739310585994943E+000                 -6.6106773058855977E+000                  4.9789995344506544E+000                  7.2712187114024218E-001                  2.5416652141091423E-001                  1.8711607448843592E-002                  9.9920229338424382E-001                  1.2499999999999628E-012                  7.9742686572339956E+005 
                                      25                  9.9999999998899991E-001                 -3.4762036991920408E-004                  3.7757421848724544E+000                 -6.6067741453046960E+000                  4.9847214064370693E+000                  7.2712187113927018E-001                  2.5416652141172014E-001                  1.8711607449009682E-002                  9.9919989477322646E-001                  1.5624999999999310E-012                  7.9889946689352684E+005 
                                      26                  9.9999999998743749E-001                 -3.4891189126654508E-004                  3.7778006131772268E+000                 -6.6025709055544413E+000                  4.9909919323037935E+000                  7.2712187113903792E-001                  2.5416652141191282E-001                  1.8711607449049206E-002                  9.9919692331922627E-001                  1.5624999999999310E-012                  8.0056067769165151E+005 
                                      27                  9.9999999998587497E-001                 -3.5019098450818451E-004                  3.7799068192330370E+000                 -6.5985051183424028E+000                  4.9971732810855505E+000                  7.2712187113898807E-001                  2.5416652141195412E-001                  1.8711607449057865E-002                  9.9919398046776753E-001                  1.5624999999996450E-012                  8.0224611374669755E+005 
                                      28                  9.9999999998431233E-001                 -3.5145817013232492E-004                  3.7820632977965896E+000                 -6.5945768420499355E+000                  5.0032679540859082E+000                  7.2712187113897753E-001                  2.5416652141196300E-001                  1.8711607449059420E-002                  9.9919106502109867E-001                  1.5624999999999455E-012                  8.0395606180551217E+005 
