                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     489                                     2199                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.6100000000000000E+009                  2.6003720607097042E+006                  5.7750635827423257E+003                  9.9780770555462639E-001                  9.9923749722813615E-001                 -1.5244358652765575E+000                  3.3986046052208368E-001                  7.3749525947194921E-006                  6.3866508183619930E-001                  1.2403397735275914E-005                  5.2625047231397992E-003                  9.0631047884151845E-003                  2.1875486411648127E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.6295698290935512E-001                  7.4735030143651044E-004                  3.1593006266509110E-001                  2.5283743113685233E-003                  2.0211254638395479E-003                  9.4278766258782780E-003                  2.1226556753929492E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999991185207E-001                  9.9908580374966571E-001                  9.9999999983171384E-001                  9.9897100243827874E-001                  1.0000844069156212E+004                  2.3543117092109241E+007                  1.0021971111599655E+010                  9.9912177243273392E-001                  9.9912176793357532E-001                  1.8300073840060657E-043                  2.4370713650121032E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4548307142624000E+017 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                       dq                                   csound 
                                       1                  1.0000000000000000E+000                 -3.3127706215226185E-004                  3.7621121954861634E+000                 -6.6422527033808398E+000                  4.9368219407287715E+000                  7.3013035507586177E-001                  2.5163722978404129E-001                  1.8232415140096991E-002                  9.9923749722813615E-001                  9.9999999999987982E-013                  7.8873880867523316E+005 
                                       2                  9.9999999999900002E-001                 -3.3217389291728293E-004                  3.7631941582364066E+000                 -6.6389885224894840E+000                  4.9411719519886033E+000                  7.3013035507586177E-001                  2.5163722978404129E-001                  1.8232415140096991E-002                  9.9923543377570667E-001                  9.3749999999988509E-013                  7.8965380914100830E+005 
                                       3                  9.9999999999806255E-001                 -3.3300838110108540E-004                  3.7639885155138160E+000                 -6.6366555468112303E+000                  4.9443021751567517E+000                  7.3013035507586177E-001                  2.5163722978404129E-001                  1.8232415140096991E-002                  9.9923351376659775E-001                  4.6874999999994254E-013                  7.9032405486404779E+005 
                                       4                  9.9999999999759381E-001                 -3.3342339160775112E-004                  3.7645209454913795E+000                 -6.6351155748966759E+000                  4.9463765342458474E+000                  7.3013035507586177E-001                  2.5163722978404129E-001                  1.8232415140096991E-002                  9.9923255890249985E-001                  4.6874999999994254E-013                  7.9077254514946218E+005 
                                       5                  9.9999999999712508E-001                 -3.3383693431535794E-004                  3.7649226332018917E+000                 -6.6339694515428498E+000                  4.9479258331358373E+000                  7.3013035507586177E-001                  2.5163722978404129E-001                  1.8232415140096991E-002                  9.9923160741644967E-001                  2.3437499999996809E-013                  7.9111049455941585E+005 
                                       6                  9.9999999999689060E-001                 -3.3404316114898816E-004                  3.7651911603017725E+000                 -6.6332091720448512E+000                  4.9489556389791112E+000                  7.3013035507586177E-001                  2.5163722978404129E-001                  1.8232415140096991E-002                  9.9923113292660437E-001                  2.3437499999996809E-013                  7.9133621309898922E+005 
                                       7                  9.9999999999665634E-001                 -3.3424902757095160E-004                  3.7653931586179916E+000                 -6.6326411682051427E+000                  4.9497263954901927E+000                  7.3013035507586177E-001                  2.5163722978404129E-001                  1.8232415140096991E-002                  9.9923065926622445E-001                  1.1718749999998405E-013                  7.9150590170984203E+005 
                                       8                  9.9999999999653910E-001                 -3.3435182635392700E-004                  3.7654943014850013E+000                 -6.6323578232993308E+000                  4.9501112617586669E+000                  7.3013035507586177E-001                  2.5163722978404129E-001                  1.8232415140096991E-002                  9.9923042274541241E-001                  5.8593749999992098E-014                  7.9159083200684271E+005 
                                       9                  9.9999999999648048E-001                 -3.3440319225004996E-004                  3.7655449089686153E+000                 -6.6322163149577493E+000                  4.9503035671605202E+000                  7.3013035507586177E-001                  2.5163722978404129E-001                  1.8232415140096991E-002                  9.9923030456209394E-001                  2.9296874999996049E-014                  7.9163331868719752E+005 
                                      10                  9.9999999999645117E-001                 -3.3442886683776569E-004                  3.7655786590016342E+000                 -6.6321220351476935E+000                  4.9504317235012643E+000                  7.3013035507586177E-001                  2.5163722978404129E-001                  1.8232415140096991E-002                  9.9923024548967554E-001                  2.9296874999996049E-014                  7.9166164972849167E+005 
                                      11                  9.9999999999642186E-001                 -3.3445453585714374E-004                  3.7656039810565671E+000                 -6.6320513596859136E+000                  4.9505278159677308E+000                  7.3013035507586177E-001                  2.5163722978404129E-001                  1.8232415140096991E-002                  9.9923018643007233E-001                  1.4648437499998025E-014                  7.9168290429442446E+005 
                                      12                  9.9999999999640732E-001                 -3.3446736827995441E-004                  3.7656208653593755E+000                 -6.6320042574748745E+000                  4.9505918658096864E+000                  7.3013035507586177E-001                  2.5163722978404129E-001                  1.8232415140096991E-002                  9.9923015690507355E-001                  1.4648437499998025E-014                  7.9169707565291098E+005 
                                      13                  9.9999999999639244E-001                 -3.3448019931262246E-004                  3.7656378587062913E+000                 -6.6308472117653814E+000                  4.9506559062144051E+000                  7.2749000998674940E-001                  2.5382649940050311E-001                  1.8683490612747544E-002                  9.9923012738327410E-001                  1.4648437499998025E-014                  7.9070402283682988E+005 
                                      14                  9.9999999999637790E-001                 -3.3449299620659100E-004                  3.7656549610768408E+000                 -6.6308003476941311E+000                  4.9507199371848722E+000                  7.2749000998545599E-001                  2.5382649940157548E-001                  1.8683490612968479E-002                  9.9923009794002227E-001                  1.4648437499998025E-014                  7.9071835649690777E+005 
                                      15                  9.9999999999636324E-001                 -3.3450579172271947E-004                  3.7656806190168077E+000                 -6.6307300736973431E+000                  4.9508159659544022E+000                  7.2749000998168956E-001                  2.5382649940469854E-001                  1.8683490613611964E-002                  9.9923006849994145E-001                  2.9296874999996049E-014                  7.9073985939347779E+005 
                                      16                  9.9999999999633393E-001                 -3.3453137861527910E-004                  3.7657319529550364E+000                 -6.6305896075477051E+000                  4.9510079598621175E+000                  7.2749000996721769E-001                  2.5382649941669799E-001                  1.8683490616084319E-002                  9.9923000962930708E-001                  5.8593749999992098E-014                  7.9078287574163335E+005 
                                      17                  9.9999999999627531E-001                 -3.3458253586491227E-004                  3.7658004491256518E+000                 -6.6304025024933670E+000                  4.9512638198998369E+000                  7.2749000993160762E-001                  2.5382649944622437E-001                  1.8683490622168009E-002                  9.9922989192609379E-001                  5.8593749999992098E-014                  7.9084026397810259E+005 
                                      18                  9.9999999999621669E-001                 -3.3463367109862110E-004                  3.7659032638398413E+000                 -6.6301221982387286E+000                  4.9516473277264126E+000                  7.2749000985767276E-001                  2.5382649950752828E-001                  1.8683490634799016E-002                  9.9922977427354887E-001                  1.1718749999998387E-013                  7.9092638489522215E+005 
                                      19                  9.9999999999609945E-001                 -3.3473587563211305E-004                  3.7660405548151439E+000                 -6.6297491912324276E+000                  4.9521581457389123E+000                  7.2749000971775601E-001                  2.5382649962354176E-001                  1.8683490658702229E-002                  9.9922953912020207E-001                  1.1718749999998336E-013                  7.9104134557478817E+005 
                                      20                  9.9999999999598232E-001                 -3.3483799249358525E-004                  3.7662553655707542E+000                 -6.6291678642158187E+000                  4.9529550987503912E+000                  7.2749000945707520E-001                  2.5382649983968797E-001                  1.8683490703236827E-002                  9.9922930416862732E-001                  2.4902343749996314E-013                  7.9122112880133884E+005 
