                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     370                                     2132                  1.0000000000000000E+000                  2.0000000000000000E-002                  3.0638724735236750E+009                  1.0000000000000000E+007                  5.7412853121655116E+003                  8.8157231751656562E-001                  9.5031930001576814E-001                 -1.5965405908319961E+000                  4.6890623288930067E-001                  1.7266790182307197E-005                  5.0982810586688299E-001                  1.0858888684911260E-005                  5.1828131442543156E-003                  9.4493408308660189E-003                  2.1668240598563763E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.7702065339225204E-001                  6.8394329717623144E-004                  3.0194874648019621E-001                  2.6450745435976667E-003                  1.8813244226438908E-003                  9.4350713532400220E-003                  2.1226655430894490E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999992076283E-001                  9.5018246409161955E-001                  9.9999999984643040E-001                  9.5007671688679951E-001                  9.2755120861789273E+003                  2.8018962193427373E+007                  1.1343368889089567E+010                  8.8170231195624749E-001                  8.8170231084043138E-001                  3.1437056205583479E-045                  2.0010783753287100E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  9.6690147051309200E+016 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.0000000000000000E+000                 -2.2130450567740583E-002                  3.7593147428139746E+000                 -6.6060491573018503E+000                  4.9694888490707516E+000                  7.2825218467704189E-001                  2.5420858013165165E-001                  1.7539235191306402E-002 
                                       2                  9.9999999999949996E-001                 -2.2130930161863686E-002                  3.7598893845871117E+000                 -6.6042340154962744E+000                  4.9718806686985495E+000                  7.2825218467704189E-001                  2.5420858013165165E-001                  1.7539235191306402E-002 
                                       3                  9.9999999999906242E-001                 -2.2131348057761450E-002                  3.7602938810231228E+000                 -6.6029734625181682E+000                  4.9735471454959148E+000                  7.2825218467704189E-001                  2.5420858013165165E-001                  1.7539235191306402E-002 
                                       4                  9.9999999999884370E-001                 -2.2131556400564044E-002                  3.7605642469373532E+000                 -6.6021373347563808E+000                  4.9746545901566632E+000                  7.2825218467704189E-001                  2.5420858013165165E-001                  1.7539235191306402E-002 
                                       5                  9.9999999999862488E-001                 -2.2131764342936195E-002                  3.7607675999164925E+000                 -6.6015126662530719E+000                  4.9754833259381854E+000                  7.2825218467704189E-001                  2.5420858013165165E-001                  1.7539235191306402E-002 
                                       6                  9.9999999999851563E-001                 -2.2131868164795027E-002                  3.7609033467014874E+000                 -6.6010972754457669E+000                  4.9760349397202832E+000                  7.2825218467704189E-001                  2.5420858013165165E-001                  1.7539235191306402E-002 
                                       7                  9.9999999999840627E-001                 -2.2131971887471621E-002                  3.7610053029536763E+000                 -6.6007863377294207E+000                  4.9764481911521203E+000                  7.2825218467704189E-001                  2.5420858013165165E-001                  1.7539235191306402E-002 
                                       8                  9.9999999999835154E-001                 -2.2132023711722619E-002                  3.7610563157287751E+000                 -6.6006310508243660E+000                  4.9766546695995606E+000                  7.2825218467704189E-001                  2.5420858013165165E-001                  1.7539235191306402E-002 
                                       9                  9.9999999999832423E-001                 -2.2132049614590543E-002                  3.7610818307946019E+000                 -6.6005534528360785E+000                  4.9767578720469690E+000                  7.2825218467704189E-001                  2.5420858013165165E-001                  1.7539235191306402E-002 
