                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                     250                                     2180                  2.2080877868907847E+009                  7.0000000000000000E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962474E-001                  9.7196194990765050E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999698819E-001                  9.6766495174271894E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.2668669248730189E-002                 -4.5397211973566172E+001                 -9.2535454990207846E+000                 -8.2668668955703295E-002                 -8.4298525814235040E-002                 -2.5091182676964556E+000                 -4.5397211973566172E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7569826751542617E+000                 -8.2727478062509810E-002                 -3.2070252887151159E-002                  4.5020298591874273E+000                  6.7672016089633790E-014                  7.1569817070114041E+000                  2.0218452779212424E+000                  1.7250713076049383E+001                  2.0218452779212424E+000                  7.1569817070114041E+000                  7.0964103497310183E-001                  7.6879472514039571E-001                  1.5404423889804397E+000                  5.3758777845689087E-001                  4.4126646482980142E-001                  1.0203970657902559E-005                  9.4948931265881678E-003                  3.3259364525503013E-003                  9.1314309466496053E-003                  6.8415119366486421E-001                  2.9489179238209745E-001                                        0                                        0                                        4 
                                     255                                     2179                  2.2580877868907847E+009                  7.0000000000000000E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962485E-001                  9.7203564711136459E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999704681E-001                  9.6751362380681483E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.1083615611716758E-002                 -4.5346416785725843E+001                 -9.2366452988276411E+000                 -8.1083615308172069E-002                 -8.2725664960434264E-002                 -2.5043024880115583E+000                 -4.5346416785725843E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7570979143748979E+000                 -8.1142645374194355E-002                 -3.1508314984266539E-002                  4.5009059833816583E+000                  6.8186169462958673E-014                  7.1576891493063490E+000                  2.0247199940428073E+000                  1.7252807094695129E+001                  2.0247199940428073E+000                  7.1576891493063490E+000                  7.1206046236878973E-001                  7.6682076167105817E-001                  1.5475035725301507E+000                  5.3364028062723867E-001                  4.4520694562283436E-001                  1.0239575497795176E-005                  9.4938860684095940E-003                  3.3234070501606859E-003                  9.1244864173158080E-003                  6.8374803371891546E-001                  2.9528985099771266E-001                                        0                                        0                                        5 
                                     260                                     2185                  2.3080877868907847E+009                  7.0000000000000000E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962485E-001                  9.7211083918269514E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999710543E-001                  9.6820931819465672E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.9493410245761828E-002                 -4.5295479608074096E+001                 -9.2196702261938146E+000                 -7.9493409931271353E-002                 -8.1149000623258458E-002                 -2.4991523602017449E+000                 -4.5295479608074096E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7572127924194638E+000                 -7.9552529874494377E-002                 -3.0943013323549012E-002                  4.4997753800602229E+000                  6.8486216847834588E-014                  7.1584006054333260E+000                  2.0276105277325915E+000                  1.7254914026964357E+001                  2.0276105277325915E+000                  7.1584006054333260E+000                  7.1449846798950190E-001                  7.6484387409139698E-001                  1.5546403719806605E+000                  5.2968694247207027E-001                  4.4915327129150456E-001                  1.0275465173976091E-005                  9.4927137626092135E-003                  3.3208393463505757E-003                  9.1174367305981111E-003                  6.8334346875135832E-001                  2.9568943245211859E-001                                        0                                        0                                        4 
                                     265                                     2186                  2.3580877868907847E+009                  7.0000000000000000E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962463E-001                  9.7218078445878764E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999716382E-001                  9.6817473014449051E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.7897650261066168E-002                 -4.5244397573175313E+001                 -9.2026201174561049E+000                 -7.7897649935183055E-002                 -7.9568126267578976E-002                 -2.4936766897095231E+000                 -4.5244397573175313E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7573281476919562E+000                 -7.7956992400631864E-002                 -3.0375955131601306E-002                  4.4986412636763280E+000                  6.8872088020407570E-014                  7.1591161074528955E+000                  2.0305170400394132E+000                  1.7257033884858846E+001                  2.0305170400394132E+000                  7.1591161074528955E+000                  7.1695582514894785E-001                  7.6286403857606067E-001                  1.5618540713312443E+000                  5.2572771669937823E-001                  4.5310548919554128E-001                  1.0311644712396279E-005                  9.4913698141976532E-003                  3.3182895874268592E-003                  9.1104363119567152E-003                  6.8293748571605506E-001                  2.9609054600115786E-001                                        0                                        0                                        5 
                                     270                                     2184                  2.4080877868907847E+009                  7.0000000000000000E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962474E-001                  9.7224582831364181E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999726152E-001                  9.6810823302685423E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.6292896263074728E-002                 -4.5193141121030962E+001                 -9.1854804155607912E+000                 -7.6292895925323609E-002                 -7.7979633641739821E-002                 -2.4878728341447434E+000                 -4.5193141121030962E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7574518479995782E+000                 -7.6352456227378157E-002                 -2.9821087660218591E-002                  4.4975315287335622E+000                  6.9287097529471221E-014                  7.1598362213851212E+000                  2.0334398911482574E+000                  1.7259167405313597E+001                  2.0334398911482574E+000                  7.1598362213851212E+000                  7.1943331802683608E-001                  7.6088122358190413E-001                  1.5691460116994806E+000                  5.2176254066031458E-001                  4.5706366222684297E-001                  1.0348140667215887E-005                  9.4898474833025031E-003                  3.3157510605716979E-003                  9.1034667312041018E-003                  6.8253007009055200E-001                  2.9649320353036396E-001                                        0                                        0                                        5 
                                     275                                     2186                  2.4580877868907847E+009                  7.0000000000000000E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962463E-001                  9.7231776986443275E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999732003E-001                  9.6799591581573163E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.4687152209692201E-002                 -4.5141763876633547E+001                 -9.1682804605437465E+000                 -7.4687151859593098E-002                 -7.6391459389269334E-002                 -2.4817754649107053E+000                 -4.5141763876633547E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7575666558044007E+000                 -7.4747025232997755E-002                 -2.9247987772674539E-002                  4.4963853289584739E+000                  6.9757541957439425E-014                  7.1605598879145402E+000                  2.0363791374810583E+000                  1.7261313416234458E+001                  2.0363791374810583E+000                  7.1605598879145402E+000                  7.2193172326215826E-001                  7.5889540610734751E-001                  1.5765175331772583E+000                  5.1779136861168351E-001                  4.6102783581236217E-001                  1.0384912787657288E-005                  9.4881398406300374E-003                  3.3132213059159140E-003                  9.0965212347158767E-003                  6.8212120914381691E-001                  2.9689741267138103E-001                                        0                                        0                                        4 
                                     280                                     2187                  2.5080877868907847E+009                  7.0000000000000000E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962474E-001                  9.7239081192408927E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999737865E-001                  9.6861376506787222E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.3076499572051243E-002                 -4.5090237989517249E+001                 -9.1510055259302714E+000                 -7.3076499209094148E-002                 -7.4799721217468002E-002                 -2.4753809956304504E+000                 -4.5090237989517249E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7576809047193342E+000                 -7.3136683603104713E-002                 -2.8671314787594864E-002                  4.4952319829883152E+000                  7.0304423164385858E-014                  7.1612876401698298E+000                  2.0393350823758247E+000                  1.7263472579774430E+001                  2.0393350823758247E+000                  7.1612876401698298E+000                  7.2445180629079098E-001                  7.5690656645035626E-001                  1.5839699934512277E+000                  5.1381416160329141E-001                  4.6499804915009380E-001                  1.0421985715109606E-005                  9.4862397045515287E-003                  3.3106786531063039E-003                  9.0895403260654803E-003                  6.8171089174101052E-001                  2.9730318109448833E-001                                        0                                        0                                        4 
                                     285                                     2187                  2.5580877868907847E+009                  7.0000000000000000E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962474E-001                  9.7246514132501738E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999743727E-001                  9.6857411251380343E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1460998778006241E-002                 -4.5038559035581905E+001                 -9.1336568025422391E+000                 -7.1460998401659190E-002                 -7.3204491208706993E-002                 -2.4686966984108074E+000                 -4.5038559035581905E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7577947356077823E+000                 -7.1521424243115597E-002                 -2.8091346884496129E-002                  4.4940720471821169E+000                  7.0474689269109873E-014                  7.1620195538383156E+000                  2.0423079750516995E+000                  1.7265645050067491E+001                  2.0423079750516995E+000                  7.1620195538383156E+000                  7.2699434012613184E-001                  7.5491467857058825E-001                  1.5915048049815081E+000                  5.0983086797406518E-001                  4.6897435397691906E-001                  1.0459366621520654E-005                  9.4841395279563583E-003                  3.3081235247560481E-003                  9.0825251655466208E-003                  6.8129910551707906E-001                  2.9771051803764220E-001                                        0                                        0                                        9 
                                     290                                     2187                  2.6080877868907847E+009                  7.0000000000000000E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962474E-001                  9.7253974754711525E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999749589E-001                  9.6850398268047155E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.9840111951760320E-002                 -4.4986719995679373E+001                 -9.1162288741524247E+000                 -6.9840111561463011E-002                 -7.1605249434247689E-002                 -2.4617281558323065E+000                 -4.4986719995679373E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7579085203760068E+000                 -6.9900742593829723E-002                 -2.7508575596301273E-002                  4.4929065046057275E+000                  7.0840353337324721E-014                  7.1627557552360637E+000                  2.0452980635416753E+000                  1.7267831032636462E+001                  2.0452980635416753E+000                  7.1627557552360637E+000                  7.2956010268800775E-001                  7.5291971406517433E-001                  1.5991234217026367E+000                  5.0584143135944792E-001                  4.7295680674434254E-001                  1.0497064699449655E-005                  9.4818314215989637E-003                  3.3055823327322559E-003                  9.0755482675154899E-003                  6.8088583784991252E-001                  2.9811943323768320E-001                                        0                                        0                                        5 
                                     295                                     2195                  2.6568917868907847E+009                  6.9824521513849893E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962474E-001                  9.7261822909155238E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999751543E-001                  9.6842755913487000E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.8266576783919716E-002                 -4.4936056542405240E+001                 -9.0991913494214351E+000                 -6.8266576379474656E-002                 -7.0054063782821932E-002                 -2.4547014333521955E+000                 -4.4936056542405240E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7579879992996528E+000                 -6.8331859732425934E-002                 -2.6883092012892032E-002                  4.4916555374389091E+000                  8.8360902610171166E-014                  7.1634767129838357E+000                  2.0482330066831702E+000                  1.7269975663922256E+001                  2.0482330066831702E+000                  7.1634767129838357E+000                  7.3208760176850518E-001                  7.5096950626045333E-001                  1.6066419249638404E+000                  5.0194150646360847E-001                  4.7684991920859726E-001                  1.0534102662958114E-005                  9.4793708595862485E-003                  3.3031135199689809E-003                  9.0687700883200547E-003                  6.8048102317186665E-001                  2.9852008655739648E-001                                        0                                        0                                        5 
                                     300                                     2194                  2.7045276268907847E+009                  6.9736782270774844E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962474E-001                  9.7270619781931122E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999747635E-001                  9.6899586679926009E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.6718455141448599E-002                 -4.4886415262592635E+001                 -9.0824703994677698E+000                 -6.6718454722623818E-002                 -6.8529091890831034E-002                 -2.4475764395506863E+000                 -4.4886415262592635E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7580820466923872E+000                 -6.6780027339374562E-002                 -2.6295270601834741E-002                  4.4904798946167945E+000                  7.2448080381401514E-014                  7.1641851277823667E+000                  2.0511142255420984E+000                  1.7272082611819503E+001                  2.0511142255420984E+000                  7.1641851277823667E+000                  7.3457731644239854E-001                  7.4906313078625242E-001                  1.6140600651246326E+000                  4.9812924476552578E-001                  4.8065553657774329E-001                  1.0570573433074259E-005                  9.4767636969816105E-003                  3.3007001015324063E-003                  9.0621439954546683E-003                  6.8008452316917156E-001                  2.9891260757566446E-001                                        0                                        0                                        4 
                                     305                                     2194                  2.7510225116907840E+009                  6.9649043027699786E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962474E-001                  9.7278330328744433E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999749589E-001                  9.6895817927265504E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.5203130430531317E-002                 -4.4837815964655995E+001                 -9.0660811125642642E+000                 -6.5203129997113932E-002                 -6.7037614240025634E-002                 -2.4403904775832186E+000                 -4.4837815964655995E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7581725282046885E+000                 -6.5264851125316006E-002                 -2.5718645519408719E-002                  4.4893266444519426E+000                  7.2481655987957163E-014                  7.1648801062401875E+000                  2.0539422825188827E+000                  1.7274151131328654E+001                  2.0539422825188827E+000                  7.1648801062401875E+000                  7.3702968325007634E-001                  7.4719968604461284E-001                  1.6213776297573916E+000                  4.9440284290324255E-001                  4.8437545825925860E-001                  1.0606453956836317E-005                  9.4740156708867842E-003                  3.2983213864256089E-003                  9.0556131813367968E-003                  6.7969620006043729E-001                  2.9929712388400309E-001                                        0                                        0                                        5 
                                     310                                     2193                  2.7964030251627827E+009                  6.9561303784624737E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962474E-001                  9.7285379794259852E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999751543E-001                  9.6890371738492354E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.3716139366074578E-002                 -4.4790213073398029E+001                 -9.0500041000024662E+000                 -6.3716138917849302E-002                 -6.5575145627392889E-002                 -2.4331487697127976E+000                 -4.4790213073398029E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7582688365710677E+000                 -6.3778105808643348E-002                 -2.5167889593830452E-002                  4.4882251326007863E+000                  7.2716339235425668E-014                  7.1655624068706203E+000                  2.0567179398986259E+000                  1.7276182314888736E+001                  2.0567179398986259E+000                  7.1655624068706203E+000                  7.3944511826044734E-001                  7.4537827697320491E-001                  1.6285945047104471E+000                  4.9076051074659177E-001                  4.8801147063502165E-001                  1.0641770942048246E-005                  9.4711326080466843E-003                  3.2960136549099639E-003                  9.0492772542139690E-003                  6.7931591547404013E-001                  2.9967376521593009E-001                                        0                                        0                                        4 
                                     315                                     2196                  2.8405179757298098E+009                  6.9385825298474639E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962474E-001                  9.7292923676200582E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999753497E-001                  9.6881164451989910E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2276769989111365E-002                 -4.4743866345371138E+001                 -9.0343460900164256E+000                 -6.2276769525968487E-002                 -6.4160700322602252E-002                 -2.4259378671146457E+000                 -4.4743866345371138E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7583390834264483E+000                 -6.2343324488202213E-002                 -2.4590992644371003E-002                  4.4870713387018668E+000                  9.0399046902898530E-014                  7.1662276927358599E+000                  2.0594306620758283E+000                  1.7278166517994840E+001                  2.0594306620758283E+000                  7.1662276927358599E+000                  7.4181442073128456E-001                  7.4360517651793523E-001                  1.6356819234125741E+000                  4.8721479196677342E-001                  4.9155105013735756E-001                  1.0676318380946426E-005                  9.4681330827217722E-003                  3.2937805531878814E-003                  9.0431462248142854E-003                  6.7894502692883785E-001                  3.0004117715048739E-001                                        0                                        0                                        4 
                                     320                                     2199                  2.8835770021788459E+009                  6.9298086055399581E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962474E-001                  9.7300855057952518E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999747635E-001                  9.6866729693482323E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.0859971950744433E-002                 -4.4698456303973181E+001                 -9.0189813487092909E+000                 -6.0859971472485667E-002                 -6.2769409910387278E-002                 -2.4186931003418910E+000                 -4.4698456303973181E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7584236988764155E+000                 -6.0922658644139274E-002                 -2.4049890622274018E-002                  4.4859891346576735E+000                  7.3852203754469697E-014                  7.1668810656499033E+000                  2.0620929194025597E+000                  1.7280115101816239E+001                  2.0620929194025597E+000                  7.1668810656499033E+000                  7.4414773020515668E-001                  7.4187212953177417E-001                  1.6426690815645630E+000                  4.8374917835461118E-001                  4.9501067617508210E-001                  1.0710318587188895E-005                  9.4650115292203487E-003                  3.2916062358422492E-003                  9.0371765892000803E-003                  6.7858185746088118E-001                  3.0040101459941210E-001                                        0                                        0                                        4 
                                     325                                     2204                  2.9256046954943862E+009                  6.9210346812324532E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962474E-001                  9.7307530273855003E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999751543E-001                  9.6935586630343262E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.9473785968148438E-002                 -4.4654012494401215E+001                 -9.0039252975736588E+000                 -5.9473785474596572E-002                 -6.1409224955948832E-002                 -2.4114459720733339E+000                 -4.4654012494401215E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7585045749488768E+000                 -5.9536818154401309E-002                 -2.3518722522327930E-002                  4.4849267984577805E+000                  7.4474919982259889E-014                  7.1675215623191901E+000                  2.0647043393098508E+000                  1.7282026321586649E+001                  2.0647043393098508E+000                  7.1675215623191901E+000                  7.4644539703362911E-001                  7.4017829497234577E-001                  1.6495560457516074E+000                  4.8036198762475874E-001                  4.9839202705283575E-001                  1.0743743909722897E-005                  9.4617737929631619E-003                  3.2894666166957791E-003                  9.0313022182471545E-003                  6.7822627472777841E-001                  3.0075340230868391E-001                                        0                                        0                                        4 
                                     330                                     2203                  2.9667918349436159E+009                  6.9122607569249483E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999997962474E-001                  9.7314179245971899E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999999751543E-001                  9.6931640695040722E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.8111649210261650E-002                 -4.4610329869181307E+001                 -8.9891156266160053E+000                 -5.8111648701188331E-002                 -6.0073643592210416E-002                 -2.4041788289143162E+000                 -4.4610329869181307E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7585838807224587E+000                 -5.8174913484781272E-002                 -2.2996381734681923E-002                  4.4838821168824889E+000                  7.4526135087742784E-014                  7.1681526106846896E+000                  2.0672773312134081E+000                  1.7283910259498498E+001                  2.0672773312134081E+000                  7.1681526106846896E+000                  7.4871699693904004E-001                  7.3851611057396904E-001                  1.6563706690740103E+000                  4.7703809717890300E-001                  5.0171019873849931E-001                  1.0776762001034753E-005                  9.4584115497082077E-003                  3.2873664327006690E-003                  9.0255361173609307E-003                  6.7787672951402633E-001                  3.0109987014723694E-001                                        0                                        0                                        5 
